what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415148066
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415148157
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1453415148753
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1453415149644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415149711
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 4-4]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1453415150550
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1453415152788
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1453415153615
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1453415203993
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1453415204497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415204862
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415205563
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453415205931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415207682
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1453415208341
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415208368
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415208435
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1453415208968
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1453415209882
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415209915
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 4-4]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1453415210772
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1453415211721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1453415271650
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1453415279676
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1453415279996
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1453415281698
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415282054
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415282921
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1453415284588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415286814
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1453415287451
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415287478
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415287530
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1453415288041
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1453415288921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453415288961
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 4-4]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1453415289838
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1453415291894
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1453415334929
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1453415339917
