what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1454084912492
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454084914470
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1454084915137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454084915172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454084915228
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1454084915842
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1454084916651
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454084916687
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 4-4]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1454084917547
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1454084922141
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1454084938417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454084949469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454085011828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1454085020466
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1454085020868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454085021252
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454085022088
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1454085023728
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454085025516
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1454085026235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454085026271
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454085026323
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1454085026863
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1454085027669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454085027730
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 4-4]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1454085028580
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1454085033165
